id,Data,Produto,Categoria,Quantidade,Preço
1804242805,2023-07-08,Lamb,Livestock,7783,13.43
1804242806,2023-07-08,Onions,Vegetables,17482,0.93
1804242807,2023-07-08,Lettuce,Vegetables,27724,1.08
1804242808,2023-07-08,Carrots,Vegetables,42529,1.0
1804242809,2023-07-08,Strawberries,Fruits,20654,5.19
1804242810,2023-07-08,Onions,Vegetables,12960,0.9
1804242811,2023-07-08,Chicken,Livestock,5033,3.51
1804242812,2023-07-08,Milk,Dairy,38,1.06
1804242813,2023-07-08,Rice,Grains,7124,0.95
1804242814,2023-07-08,Apples,Fruits,7159,2.88
1804242815,2023-07-08,Rice,Grains,26935,1.08
1804242816,2023-07-08,Potatoes,Vegetables,2942,0.74
1804242817,2023-07-08,Barley,Grains,242,0.64
1804242818,2023-07-09,Corn,Grains,19322,0.58
1804242819,2023-07-09,Lettuce,Vegetables,28505,1.01
1804242820,2023-07-09,Pork,Livestock,6347,8.08
1804242821,2023-07-09,Oranges,Fruits,97,2.67
1804242822,2023-07-09,Milk,Dairy,2685,1.37
1804242823,2023-07-09,Lamb,Livestock,22044,12.94
1804242824,2023-07-09,Cheese,Dairy,13703,6.45
1804242825,2023-07-09,Chicken,Livestock,2496,3.22
1804242826,2023-07-09,Potatoes,Vegetables,3403,0.9
1804242827,2023-07-09,Lamb,Livestock,39466,12.7
1804242828,2023-07-10,Milk,Dairy,7144,1.43
1804242829,2023-07-10,Pork,Livestock,12202,6.55
1804242830,2023-07-10,Bananas,Fruits,10666,1.37
1804242831,2023-07-10,Beef,Livestock,93,9.62
1804242832,2023-07-10,Onions,Vegetables,3081,1.09
1804242833,2023-07-10,Chicken,Livestock,15163,3.44
1804242834,2023-07-10,Peaches,Fruits,25568,3.46
1804242835,2023-07-10,Onions,Vegetables,1820,1.09
1804242836,2023-07-10,Potatoes,Vegetables,35315,0.69
1804242837,2023-07-10,Milk,Dairy,1863,1.32
1804242838,2023-07-10,Chicken,Livestock,5483,2.88
1804242839,2023-07-10,Cabbage,Vegetables,2351,0.63
1804242840,2023-07-10,Tomatoes,Vegetables,2692,2.48
1804242841,2023-07-10,Yogurt,Dairy,1957,2.97
1804242842,2023-07-10,Potatoes,Vegetables,4044,0.66
1804242843,2023-07-10,Chicken,Livestock,41841,2.82
1804242844,2023-07-10,Lamb,Livestock,9985,12.94
1804242845,2023-07-10,Oats,Grains,1918,0.69
1804242846,2023-07-10,Blueberries,Fruits,17663,5.06
1804242847,2023-07-10,Apples,Fruits,18412,2.47
1804242848,2023-07-11,Peaches,Fruits,404,3.63
1804242849,2023-07-11,Yogurt,Dairy,3374,2.77
1804242850,2023-07-11,Grapes,Fruits,7387,3.38
1804242851,2023-07-11,Rye,Grains,5248,0.83
1804242852,2023-07-11,Oats,Grains,525,0.94
1804242853,2023-07-11,Cheese,Dairy,9086,8.2
1804242854,2023-07-11,Apples,Fruits,29793,3.01
1804242855,2023-07-11,Grapes,Fruits,31705,3.33
1804242856,2023-07-11,Wheat,Grains,3531,0.52
1804242857,2023-07-11,Rye,Grains,16848,0.95
1804242858,2023-07-12,Carrots,Vegetables,7801,1.04
1804242859,2023-07-12,Strawberries,Fruits,3219,4.02
1804242860,2023-07-12,Yogurt,Dairy,8552,2.7
1804242861,2023-07-12,Cheese,Dairy,2854,9.16
1804242862,2023-07-12,Beef,Livestock,16018,11.75
1804242863,2023-07-12,Tomatoes,Vegetables,4653,2.36
1804242864,2023-07-12,Beef,Livestock,3040,11.01
1804242865,2023-07-12,Oats,Grains,19099,0.71
1804242866,2023-07-12,Pork,Livestock,23121,6.05
1804242867,2023-07-13,Peaches,Fruits,5897,3.67
1804242868,2023-07-13,Milk,Dairy,11466,0.99
1804242869,2023-07-13,Chicken,Livestock,769,2.85
1804242870,2023-07-13,Yogurt,Dairy,138,3.29
1804242871,2023-07-13,Lamb,Livestock,22392,10.78
1804242872,2023-07-13,Wheat,Grains,20300,0.42
1804242873,2023-07-13,Chicken,Livestock,10265,3.38
1804242874,2023-07-13,Oranges,Fruits,5268,3.04
1804242875,2023-07-13,Bananas,Fruits,9082,1.45
1804242876,2023-07-13,Blueberries,Fruits,4816,7.13
1804242877,2023-07-14,Potatoes,Vegetables,14136,0.75
1804242878,2023-07-14,Strawberries,Fruits,22933,5.24
1804242879,2023-07-14,Wheat,Grains,9525,0.59
1804242880,2023-07-14,Lettuce,Vegetables,25970,1.16
1804242881,2023-07-14,Chicken,Livestock,24206,3.56
1804242882,2023-07-14,Butter,Dairy,4906,4.97
1804242883,2023-07-14,Apples,Fruits,9484,2.41
1804242884,2023-07-14,Beef,Livestock,1269,8.38
1804242885,2023-07-14,Wheat,Grains,131,0.58
1804242886,2023-07-14,Butter,Dairy,23658,4.81
1804242887,2023-07-14,Beef,Livestock,632,8.57
1804242888,2023-07-14,Butter,Dairy,20298,5.13
1804242889,2023-07-14,Peaches,Fruits,3278,3.68
1804242890,2023-07-15,Chicken,Livestock,11444,3.01
1804242891,2023-07-15,Milk,Dairy,28863,1.18
1804242892,2023-07-15,Apples,Fruits,8688,3.45
1804242893,2023-07-15,Beef,Livestock,23728,8.91
1804242894,2023-07-15,Corn,Grains,9481,0.63
1804242895,2023-07-15,Barley,Grains,9154,0.72
1804242896,2023-07-16,Lamb,Livestock,406,13.61
1804242897,2023-07-16,Butter,Dairy,7708,5.24
1804242898,2023-07-16,Bananas,Fruits,6736,1.42
1804242899,2023-07-16,Onions,Vegetables,13761,0.87
1804242900,2023-07-16,Peppers,Vegetables,33188,2.2
1804242901,2023-07-16,Apples,Fruits,2394,2.76
1804242902,2023-07-16,Grapes,Fruits,29529,3.32
1804242903,2023-07-16,Rice,Grains,3095,0.93
1804242904,2023-07-16,Pork,Livestock,22029,7.22
1804242905,2023-07-16,Onions,Vegetables,16664,0.99
1804242906,2023-07-17,Butter,Dairy,9745,4.58
1804242907,2023-07-17,Peppers,Vegetables,2701,2.39
1804242908,2023-07-17,Pork,Livestock,15312,7.57
1804242909,2023-07-17,Lettuce,Vegetables,9922,1.16
1804242910,2023-07-17,Cabbage,Vegetables,11223,0.77
1804242911,2023-07-17,Cabbage,Vegetables,12392,0.76
1804242912,2023-07-17,Oranges,Fruits,1511,3.13
1804242913,2023-07-18,Chicken,Livestock,977,3.41
1804242914,2023-07-18,Lettuce,Vegetables,4203,0.87
1804242915,2023-07-18,Corn,Grains,29138,0.56
1804242916,2023-07-18,Butter,Dairy,39500,4.4
1804242917,2023-07-18,Lamb,Livestock,4427,10.74
1804242918,2023-07-18,Grapes,Fruits,2119,3.81
1804242919,2023-07-18,Cabbage,Vegetables,21738,0.75
1804242920,2023-07-18,Rye,Grains,1414,0.94
1804242921,2023-07-18,Grapes,Fruits,201,3.32
1804242922,2023-07-18,Wheat,Grains,33713,0.44
1804242923,2023-07-19,Butter,Dairy,24704,5.87
1804242924,2023-07-19,Blueberries,Fruits,7947,6.65
1804242925,2023-07-19,Carrots,Vegetables,19080,1.29
1804242926,2023-07-19,Chicken,Livestock,10405,2.84
1804242927,2023-07-19,Peaches,Fruits,32861,3.98
1804242928,2023-07-19,Milk,Dairy,32268,1.14
1804242929,2023-07-19,Strawberries,Fruits,3413,5.57
1804242930,2023-07-19,Chicken,Livestock,3663,2.72
1804242931,2023-07-19,Cheese,Dairy,5298,9.57
1804242932,2023-07-19,Rice,Grains,179,0.84
1804242933,2023-07-19,Barley,Grains,12323,0.76
1804242934,2023-07-19,Apples,Fruits,1696,3.15
1804242935,2023-07-20,Chicken,Livestock,13084,3.05
1804242936,2023-07-20,Wheat,Grains,39678,0.57
1804242937,2023-07-20,Barley,Grains,15522,0.56
1804242938,2023-07-20,Milk,Dairy,9115,1.3
1804242939,2023-07-20,Cabbage,Vegetables,997,0.9
1804242940,2023-07-20,Lettuce,Vegetables,6601,1.07
1804242941,2023-07-20,Bananas,Fruits,964,1.56
1804242942,2023-07-20,Chicken,Livestock,33952,2.46
1804242943,2023-07-20,Potatoes,Vegetables,3467,0.82
1804242944,2023-07-20,Butter,Dairy,10468,5.12
1804242945,2023-07-20,Potatoes,Vegetables,1261,0.79
1804242946,2023-07-20,Beef,Livestock,23069,8.18
1804242947,2023-07-20,Lamb,Livestock,18528,13.92
1804242948,2023-07-20,Grapes,Fruits,4542,4.78
1804242949,2023-07-20,Rice,Grains,3929,0.81
1804242950,2023-07-20,Beef,Livestock,2153,9.7
1804242951,2023-07-20,Cheese,Dairy,13769,8.43
1804242952,2023-07-20,Milk,Dairy,18644,1.36
1804242953,2023-07-21,Milk,Dairy,9382,1.07
1804242954,2023-07-21,Barley,Grains,947,0.76
1804242955,2023-07-21,Cheese,Dairy,27056,7.8
1804242956,2023-07-21,Butter,Dairy,5802,5.25
1804242957,2023-07-21,Oats,Grains,36235,0.78
1804242958,2023-07-21,Apples,Fruits,1346,2.52
1804242959,2023-07-21,Onions,Vegetables,13142,1.1
1804242960,2023-07-21,Lettuce,Vegetables,25215,0.87
1804242961,2023-07-22,Bananas,Fruits,8115,1.32
1804242962,2023-07-22,Carrots,Vegetables,14358,1.33
1804242963,2023-07-22,Apples,Fruits,24187,3.49
1804242964,2023-07-22,Grapes,Fruits,37834,3.28
1804242965,2023-07-22,Yogurt,Dairy,7966,2.58
1804242966,2023-07-22,Rye,Grains,13525,1.01
1804242967,2023-07-22,Chicken,Livestock,22287,2.79
1804242968,2023-07-22,Bananas,Fruits,4523,1.77
1804242969,2023-07-22,Rye,Grains,745,1.04
1804242970,2023-07-22,Apples,Fruits,333,3.05
1804242971,2023-07-22,Apples,Fruits,26261,3.18
1804242972,2023-07-22,Oats,Grains,11916,0.86
1804242973,2023-07-22,Bananas,Fruits,37883,1.42
1804242974,2023-07-22,Grapes,Fruits,2176,4.76
1804242975,2023-07-22,Strawberries,Fruits,7897,4.19
1804242976,2023-07-23,Blueberries,Fruits,37190,6.88
1804242977,2023-07-23,Cheese,Dairy,3948,6.7
1804242978,2023-07-23,Tomatoes,Vegetables,2725,2.73
1804242979,2023-07-23,Rice,Grains,21584,1.13
1804242980,2023-07-23,Milk,Dairy,360,1.2
1804242981,2023-07-23,Peppers,Vegetables,2982,1.63
1804242982,2023-07-23,Oranges,Fruits,5337,2.96
1804242983,2023-07-23,Strawberries,Fruits,1644,5.59
1804242984,2023-07-23,Pork,Livestock,16360,7.67
1804242985,2023-07-23,Cheese,Dairy,4503,9.0
1804242986,2023-07-23,Peppers,Vegetables,5422,1.62
1804242987,2023-07-23,Tomatoes,Vegetables,2729,2.18
1804242988,2023-07-23,Blueberries,Fruits,7077,6.27
1804242989,2023-07-23,Milk,Dairy,1112,1.11
1804242990,2023-07-24,Grapes,Fruits,38984,3.94
1804242991,2023-07-24,Barley,Grains,15091,0.71
1804242992,2023-07-24,Yogurt,Dairy,3372,2.52
1804242993,2023-07-24,Cheese,Dairy,2013,8.41
1804242994,2023-07-24,Rye,Grains,7069,1.0
1804242995,2023-07-24,Yogurt,Dairy,10337,3.33
1804242996,2023-07-24,Yogurt,Dairy,17197,3.35
1804242997,2023-07-24,Barley,Grains,21026,0.7
1804242998,2023-07-24,Wheat,Grains,12042,0.42
1804242999,2023-07-24,Rice,Grains,12010,1.16
1804243000,2023-07-24,Milk,Dairy,22597,1.09
1804243001,2023-07-24,Rice,Grains,42067,1.13
1804243002,2023-07-24,Onions,Vegetables,24352,1.03
1804243003,2023-07-25,Lamb,Livestock,21675,11.76
1804243004,2023-07-25,Chicken,Livestock,12833,3.26
1804243005,2023-07-25,Butter,Dairy,2643,5.53
1804243006,2023-07-25,Blueberries,Fruits,17164,7.16
1804243007,2023-07-25,Oats,Grains,31975,0.77
1804243008,2023-07-25,Strawberries,Fruits,19301,5.0
1804243009,2023-07-25,Beef,Livestock,18840,8.05
1804243010,2023-07-25,Cheese,Dairy,4439,9.05
1804243011,2023-07-25,Pork,Livestock,1129,7.06
1804243012,2023-07-25,Potatoes,Vegetables,15928,0.76
1804243013,2023-07-25,Grapes,Fruits,4286,3.21
1804243014,2023-07-25,Lettuce,Vegetables,3414,1.19
1804243015,2023-07-25,Peaches,Fruits,322,3.76
1804243016,2023-07-25,Pork,Livestock,979,7.91
1804243017,2023-07-25,Yogurt,Dairy,18710,2.79
1804243018,2023-07-25,Blueberries,Fruits,17923,6.25
1804243019,2023-07-26,Pork,Livestock,1400,8.33
1804243020,2023-07-26,Strawberries,Fruits,31934,4.43
1804243021,2023-07-26,Lamb,Livestock,455,14.32
1804243022,2023-07-26,Cheese,Dairy,44262,6.72
1804243023,2023-07-26,Potatoes,Vegetables,2158,0.76
1804243024,2023-07-26,Grapes,Fruits,8713,3.36
1804243025,2023-07-26,Apples,Fruits,13858,2.85
1804243026,2023-07-26,Grapes,Fruits,16248,3.86
1804243027,2023-07-26,Butter,Dairy,16365,6.0
1804243028,2023-07-26,Tomatoes,Vegetables,12083,2.62
1804243029,2023-07-26,Milk,Dairy,26288,1.4
1804243030,2023-07-26,Oats,Grains,34342,0.94
1804243031,2023-07-26,Tomatoes,Vegetables,11773,2.32
1804243032,2023-07-26,Cabbage,Vegetables,8219,0.63
1804243033,2023-07-26,Beef,Livestock,19314,8.86
1804243034,2023-07-26,Barley,Grains,8821,0.72
1804243035,2023-07-27,Peaches,Fruits,8662,3.94
1804243036,2023-07-27,Rice,Grains,3434,0.99
1804243037,2023-07-27,Lamb,Livestock,5142,11.77
1804243038,2023-07-27,Blueberries,Fruits,34097,5.41
1804243039,2023-07-27,Rye,Grains,1959,0.8
1804243040,2023-07-27,Milk,Dairy,9354,1.39
1804243041,2023-07-27,Butter,Dairy,10634,5.28
1804243042,2023-07-27,Cheese,Dairy,1804,6.44
1804243043,2023-07-28,Oranges,Fruits,11822,2.72
1804243044,2023-07-28,Blueberries,Fruits,3332,6.64
1804243045,2023-07-28,Bananas,Fruits,30441,1.44
1804243046,2023-07-28,Barley,Grains,789,0.77
1804243047,2023-07-28,Tomatoes,Vegetables,39404,2.91
1804243048,2023-07-28,Chicken,Livestock,2619,3.1
1804243049,2023-07-28,Wheat,Grains,25828,0.48
1804243050,2023-07-28,Chicken,Livestock,7860,2.81
1804243051,2023-07-28,Pork,Livestock,1575,5.64
1804243052,2023-07-28,Barley,Grains,2753,0.69
1804243053,2023-07-28,Lamb,Livestock,22194,14.05
1804243054,2023-07-28,Lettuce,Vegetables,23577,0.98
1804243055,2023-07-29,Lamb,Livestock,11970,10.22
1804243056,2023-07-29,Milk,Dairy,17201,1.31
1804243057,2023-07-29,Lettuce,Vegetables,5621,1.07
1804243058,2023-07-29,Oranges,Fruits,44013,2.8
1804243059,2023-07-29,Butter,Dairy,5845,5.99
1804243060,2023-07-29,Bananas,Fruits,8531,1.26
1804243061,2023-07-29,Cheese,Dairy,13945,6.81
1804243062,2023-07-29,Rye,Grains,21805,1.03
1804243063,2023-07-29,Carrots,Vegetables,673,1.03
1804243064,2023-07-29,Yogurt,Dairy,6935,3.56
1804243065,2023-07-29,Onions,Vegetables,17793,0.83
1804243066,2023-07-29,Yogurt,Dairy,11754,3.43
1804243067,2023-07-29,Pork,Livestock,5881,7.71
1804243068,2023-07-29,Butter,Dairy,23642,5.36
1804243069,2023-07-29,Pork,Livestock,16303,7.33
1804243070,2023-07-30,Lettuce,Vegetables,2231,1.17
1804243071,2023-07-30,Peppers,Vegetables,2011,2.23
1804243072,2023-07-30,Corn,Grains,17785,0.68
1804243073,2023-07-30,Pork,Livestock,19815,7.68
1804243074,2023-07-30,Cheese,Dairy,13775,9.16
1804243075,2023-07-30,Blueberries,Fruits,3337,6.4
1804243076,2023-07-30,Lettuce,Vegetables,23341,0.94
1804243077,2023-07-30,Beef,Livestock,12286,10.69
1804243078,2023-07-30,Butter,Dairy,5964,4.25
1804243079,2023-07-30,Beef,Livestock,12913,11.97
1804243080,2023-07-30,Onions,Vegetables,10789,0.96
1804243081,2023-07-30,Potatoes,Vegetables,2089,0.83
1804243082,2023-07-30,Bananas,Fruits,5915,1.29
1804243083,2023-07-30,Strawberries,Fruits,14226,5.22
1804243084,2023-07-30,Rye,Grains,486,0.96
1804243085,2023-07-30,Milk,Dairy,11735,1.42
1804243086,2023-07-30,Corn,Grains,1296,0.56
1804243087,2023-07-31,Tomatoes,Vegetables,6816,2.22
1804243088,2023-07-31,Onions,Vegetables,25017,1.14
1804243089,2023-07-31,Yogurt,Dairy,9990,2.45
1804243090,2023-07-31,Milk,Dairy,659,1.26
1804243091,2023-07-31,Grapes,Fruits,17124,3.56
1804243092,2023-07-31,Peaches,Fruits,2368,3.5
1804243093,2023-07-31,Chicken,Livestock,22214,3.22
1804243094,2023-07-31,Butter,Dairy,1018,5.18
1804243095,2023-07-31,Carrots,Vegetables,15630,1.38
1804243096,2023-07-31,Carrots,Vegetables,36523,1.21
1804243097,2023-07-31,Lamb,Livestock,32327,13.48
1804243098,2023-07-31,Apples,Fruits,2890,2.75
1804243099,2023-07-31,Cheese,Dairy,32522,9.37
1804243100,2023-07-31,Wheat,Grains,1631,0.44
1804243101,2023-07-31,Milk,Dairy,20291,1.08
1804243102,2023-07-31,Corn,Grains,25604,0.61
1804243103,2023-07-31,Grapes,Fruits,11029,4.09
1804243104,2023-07-31,Butter,Dairy,15987,4.46
1804243105,2023-08-01,Oats,Grains,14862,0.75
1804243106,2023-08-01,Potatoes,Vegetables,13877,0.72
1804243107,2023-08-01,Butter,Dairy,30554,5.23
1804243108,2023-08-01,Apples,Fruits,240,2.71
1804243109,2023-08-01,Beef,Livestock,5623,10.4
1804243110,2023-08-01,Cabbage,Vegetables,1381,0.88
1804243111,2023-08-01,Oats,Grains,17629,0.67
1804243112,2023-08-01,Blueberries,Fruits,7552,6.79
1804243113,2023-08-01,Oranges,Fruits,11500,2.36
1804243114,2023-08-01,Barley,Grains,22863,0.72
1804243115,2023-08-01,Potatoes,Vegetables,6330,0.79
1804243116,2023-08-01,Carrots,Vegetables,6765,1.44
1804243117,2023-08-01,Cabbage,Vegetables,8560,0.75
1804243118,2023-08-02,Wheat,Grains,27327,0.4
1804243119,2023-08-02,Strawberries,Fruits,5820,4.64
1804243120,2023-08-02,Lamb,Livestock,1130,13.95
1804243121,2023-08-02,Butter,Dairy,3615,4.39
1804243122,2023-08-02,Peaches,Fruits,24078,3.24
1804243123,2023-08-02,Pork,Livestock,3151,8.37
1804243124,2023-08-02,Pork,Livestock,16580,8.01
1804243125,2023-08-02,Milk,Dairy,7014,0.99
1804243126,2023-08-02,Peaches,Fruits,4547,3.3
1804243127,2023-08-02,Blueberries,Fruits,1459,5.4
1804243128,2023-08-02,Milk,Dairy,2489,1.38
1804243129,2023-08-03,Potatoes,Vegetables,18327,0.7
1804243130,2023-08-03,Beef,Livestock,19111,8.48
1804243131,2023-08-03,Chicken,Livestock,2729,3.09
1804243132,2023-08-03,Rice,Grains,15020,0.9
1804243133,2023-08-03,Chicken,Livestock,11482,2.69
1804243134,2023-08-03,Cheese,Dairy,3302,9.36
1804243135,2023-08-03,Apples,Fruits,21983,2.41
1804243136,2023-08-03,Bananas,Fruits,12862,1.66
1804243137,2023-08-04,Lettuce,Vegetables,11598,0.8
1804243138,2023-08-04,Barley,Grains,9360,0.66
1804243139,2023-08-04,Milk,Dairy,3603,1.18
1804243140,2023-08-04,Pork,Livestock,314,6.6
1804243141,2023-08-04,Beef,Livestock,43237,9.05
1804243142,2023-08-04,Cabbage,Vegetables,1429,0.76
1804243143,2023-08-04,Tomatoes,Vegetables,27245,2.23
1804243144,2023-08-04,Pork,Livestock,33225,6.62
1804243145,2023-08-04,Apples,Fruits,27264,2.59
1804243146,2023-08-04,Rye,Grains,9715,0.83
1804243147,2023-08-04,Barley,Grains,3576,0.71
1804243148,2023-08-04,Chicken,Livestock,17873,2.7
1804243149,2023-08-04,Bananas,Fruits,671,1.22
1804243150,2023-08-04,Onions,Vegetables,10474,0.92
1804243151,2023-08-04,Beef,Livestock,41328,9.52
1804243152,2023-08-04,Milk,Dairy,3944,0.97
1804243153,2023-08-04,Milk,Dairy,20178,1.08
1804243154,2023-08-04,Lettuce,Vegetables,3193,1.2
1804243155,2023-08-05,Oats,Grains,10621,0.81
1804243156,2023-08-05,Beef,Livestock,11112,11.63
1804243157,2023-08-05,Tomatoes,Vegetables,4615,3.0
1804243158,2023-08-05,Milk,Dairy,17224,1.28
1804243159,2023-08-05,Lamb,Livestock,10608,11.77
1804243160,2023-08-05,Tomatoes,Vegetables,2048,2.79
1804243161,2023-08-05,Corn,Grains,28157,0.48
1804243162,2023-08-05,Lettuce,Vegetables,906,1.13
1804243163,2023-08-05,Lamb,Livestock,10802,14.23
1804243164,2023-08-05,Strawberries,Fruits,5013,5.75
1804243165,2023-08-05,Lamb,Livestock,3350,10.8
1804243166,2023-08-05,Blueberries,Fruits,15925,6.92
1804243167,2023-08-05,Milk,Dairy,30129,1.31
1804243168,2023-08-05,Rice,Grains,3031,1.0
1804243169,2023-08-06,Beef,Livestock,1598,9.2
1804243170,2023-08-06,Butter,Dairy,15853,4.58
1804243171,2023-08-06,Pork,Livestock,40059,6.3
1804243172,2023-08-06,Barley,Grains,15012,0.7
1804243173,2023-08-06,Beef,Livestock,19716,8.51
1804243174,2023-08-06,Lettuce,Vegetables,932,1.0
1804243175,2023-08-06,Beef,Livestock,20746,8.2
1804243176,2023-08-06,Corn,Grains,1380,0.69
1804243177,2023-08-06,Beef,Livestock,16247,10.76
1804243178,2023-08-06,Oats,Grains,12959,0.87
1804243179,2023-08-06,Bananas,Fruits,17848,1.54
1804243180,2023-08-06,Chicken,Livestock,2133,2.59
1804243181,2023-08-06,Grapes,Fruits,8368,3.4
1804243182,2023-08-06,Potatoes,Vegetables,22218,0.92
1804243183,2023-08-06,Milk,Dairy,8196,1.27
1804243184,2023-08-06,Chicken,Livestock,1589,2.75
1804243185,2023-08-07,Bananas,Fruits,12954,1.36
1804243186,2023-08-07,Oats,Grains,12811,0.82
1804243187,2023-08-07,Cabbage,Vegetables,2271,0.71
1804243188,2023-08-07,Lamb,Livestock,36280,11.78
1804243189,2023-08-07,Oranges,Fruits,10399,2.87
1804243190,2023-08-07,Milk,Dairy,1059,1.13
1804243191,2023-08-07,Oats,Grains,4032,0.89
1804243192,2023-08-07,Strawberries,Fruits,3100,4.64
1804243193,2023-08-07,Butter,Dairy,1309,4.3
1804243194,2023-08-07,Cabbage,Vegetables,17518,0.63
1804243195,2023-08-07,Cheese,Dairy,18795,6.82
1804243196,2023-08-07,Bananas,Fruits,27715,1.79
1804243197,2023-08-08,Onions,Vegetables,11267,0.89
1804243198,2023-08-08,Oats,Grains,8633,0.83
1804243199,2023-08-08,Milk,Dairy,23893,1.3
1804243200,2023-08-08,Cheese,Dairy,1918,6.44
1804243201,2023-08-08,Cheese,Dairy,4719,9.09
1804243202,2023-08-08,Bananas,Fruits,14186,1.51
1804243203,2023-08-08,Cheese,Dairy,335,8.42
1804243204,2023-08-08,Barley,Grains,2687,0.65
1804243205,2023-08-08,Lettuce,Vegetables,10127,0.86
1804243206,2023-08-08,Oats,Grains,21122,0.75
1804243207,2023-08-08,Corn,Grains,1463,0.61
1804243208,2023-08-08,Rice,Grains,31034,1.11
1804243209,2023-08-08,Bananas,Fruits,5999,1.75
1804243210,2023-08-08,Barley,Grains,535,0.73
1804243211,2023-08-08,Pork,Livestock,24814,6.69
1804243212,2023-08-09,Lamb,Livestock,10082,13.53
1804243213,2023-08-09,Cabbage,Vegetables,29883,0.66
1804243214,2023-08-09,Barley,Grains,3808,0.72
1804243215,2023-08-09,Chicken,Livestock,7258,2.75
1804243216,2023-08-09,Carrots,Vegetables,10446,1.43
1804243217,2023-08-09,Blueberries,Fruits,25177,4.88
1804243218,2023-08-09,Pork,Livestock,5409,5.85
1804243219,2023-08-09,Barley,Grains,21130,0.83
1804243220,2023-08-09,Beef,Livestock,4125,10.99
1804243221,2023-08-09,Tomatoes,Vegetables,22616,2.49
1804243222,2023-08-09,Lamb,Livestock,14190,11.01
1804243223,2023-08-09,Tomatoes,Vegetables,11214,2.57
1804243224,2023-08-09,Chicken,Livestock,31023,3.44
1804243225,2023-08-09,Oats,Grains,27051,0.94
1804243226,2023-08-10,Beef,Livestock,17198,8.33
1804243227,2023-08-10,Grapes,Fruits,19767,4.59
1804243228,2023-08-10,Peppers,Vegetables,18618,1.75
1804243229,2023-08-10,Peaches,Fruits,10924,4.06
1804243230,2023-08-10,Potatoes,Vegetables,3068,0.7
1804243231,2023-08-10,Corn,Grains,7189,0.71
1804243232,2023-08-10,Rice,Grains,6695,0.91
1804243233,2023-08-10,Oranges,Fruits,29325,2.46
1804243234,2023-08-10,Cheese,Dairy,15070,8.84
1804243235,2023-08-10,Pork,Livestock,7535,6.9
1804243236,2023-08-10,Blueberries,Fruits,2974,6.76
1804243237,2023-08-10,Lamb,Livestock,4689,12.3
1804243238,2023-08-10,Wheat,Grains,13335,0.52
1804243239,2023-08-11,Peppers,Vegetables,3825,1.64
1804243240,2023-08-11,Wheat,Grains,20440,0.41
1804243241,2023-08-11,Peppers,Vegetables,35156,1.77
1804243242,2023-08-11,Strawberries,Fruits,40445,5.8
1804243243,2023-08-11,Barley,Grains,19579,0.57
1804243244,2023-08-11,Yogurt,Dairy,24733,3.34
1804243245,2023-08-11,Cabbage,Vegetables,3258,0.69
1804243246,2023-08-11,Butter,Dairy,19481,5.51
1804243247,2023-08-11,Peaches,Fruits,27401,3.96
1804243248,2023-08-11,Peppers,Vegetables,36883,2.26
1804243249,2023-08-11,Yogurt,Dairy,10176,2.88
1804243250,2023-08-11,Peaches,Fruits,2154,4.05
1804243251,2023-08-11,Strawberries,Fruits,21735,4.08
1804243252,2023-08-11,Apples,Fruits,14381,2.92
1804243253,2023-08-11,Yogurt,Dairy,14182,2.7
1804243254,2023-08-11,Apples,Fruits,15745,3.41
1804243255,2023-08-12,Grapes,Fruits,685,4.75
1804243256,2023-08-12,Onions,Vegetables,23320,0.83
1804243257,2023-08-12,Carrots,Vegetables,10084,1.22
1804243258,2023-08-12,Lamb,Livestock,21549,13.01
1804243259,2023-08-12,Oats,Grains,4764,0.8
1804243260,2023-08-12,Barley,Grains,20257,0.81
1804243261,2023-08-12,Cabbage,Vegetables,1331,0.66
1804243262,2023-08-12,Cabbage,Vegetables,1777,0.63
1804243263,2023-08-12,Bananas,Fruits,10581,1.6
1804243264,2023-08-12,Yogurt,Dairy,2116,3.43
1804243265,2023-08-12,Chicken,Livestock,10477,2.74
1804243266,2023-08-12,Strawberries,Fruits,4944,5.71
1804243267,2023-08-12,Corn,Grains,1462,0.53
1804243268,2023-08-12,Carrots,Vegetables,9189,1.0
1804243269,2023-08-13,Milk,Dairy,2217,1.29
1804243270,2023-08-13,Bananas,Fruits,28307,1.67
1804243271,2023-08-13,Yogurt,Dairy,908,2.99
1804243272,2023-08-13,Potatoes,Vegetables,1249,0.93
1804243273,2023-08-13,Rice,Grains,9341,0.84
1804243274,2023-08-13,Oranges,Fruits,13476,2.46
1804243275,2023-08-13,Grapes,Fruits,1262,3.35
1804243276,2023-08-13,Strawberries,Fruits,4415,5.72
1804243277,2023-08-13,Carrots,Vegetables,7936,0.97
1804243278,2023-08-13,Oranges,Fruits,23855,3.04
1804243279,2023-08-13,Beef,Livestock,4128,8.71
1804243280,2023-08-13,Blueberries,Fruits,10421,7.03
1804243281,2023-08-13,Lettuce,Vegetables,2657,0.84
1804243282,2023-08-14,Wheat,Grains,21567,0.51
1804243283,2023-08-14,Tomatoes,Vegetables,8402,2.93
1804243284,2023-08-14,Corn,Grains,7703,0.6
1804243285,2023-08-14,Chicken,Livestock,13409,3.48
1804243286,2023-08-14,Chicken,Livestock,1661,2.49
1804243287,2023-08-14,Beef,Livestock,3150,9.63
1804243288,2023-08-14,Barley,Grains,9681,0.65
1804243289,2023-08-14,Wheat,Grains,25009,0.42
